"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Source"
"GO:0045055","regulated exocytosis","12/373, 24/711, 34/865","266/28905","0.0451127819548872, 0.0902255639097744, 0.12781954887218","3.49593823701345, 3.66803083658513, 4.27124168803512","4.67587626813307, 6.94205684060866, 9.41396434482848","0.000194631566550471, 5.37509564934282e-08, 1.16866550592548e-12","0.0202935846723291, 6.50087957145517e-06, 6.86444901542976e-10","0.0183773173890287, 5.22264410607198e-06, 5.39431394050864e-10","233231/243978/20965/21990/14126/14125/243979/19894/109648/208898/116837/230899, 14125/14126/243978/21990/243979/233231/19204/225642/19894/20965/109648/545192/16414/56807/214084/110058/57394/27062/68891/13447/116837/20617/74591/237625, 20965/243978/233231/21990/18751/14126/19894/18166/14125/225642/243979/12523/12286/19204/16414/217303/109648/56807/56743/18442/110058/214084/12290/58226/246256/208898/20964/27062/68891/239556/328778/12287/116837/57394","12, 24, 34","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045056","transcytosis","4/711, 4/865","23/28905","0.173913043478261","7.07026233718584, 5.81151042975622","4.62480231133402, 4.05442938747827","0.00221476983954961, 0.00447961828311182","0.0273175860662861, 0.0412739731614558","0.0219462656234482, 0.0324344704585269","67133/68453/19204/21819, 68453/67133/19204/21819","4","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045109","intermediate filament organization","8/232, 7/711","76/28905","0.105263158, 0.0921052631578947","13.11479129, 3.74444814568066","9.512492843, 3.80436750532176","1.8e-07, 0.00266339315479767","2.1e-05, 0.0316478518048768","1.8e-05, 0.0254250928481023","16682/16663/18772/110308/16664/332131/16665/380684, 16663/16682/18772/332131/110308/16664/16678","8, 7","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0045123","cellular extravasation","12/711, 13/865","82/28905","0.146341463414634, 0.158536585365854","5.94936708860759, 5.29768786127168","7.1272571505277, 6.84494918525011","7.68474363741677e-07, 9.36205194688425e-07","4.92049614666362e-05, 5.48554124891568e-05","3.95300357695602e-05, 4.31072203519141e-05","114332/11519/20339/20344/20296/84094/17242/19204/16414/19218/68891/26887, 114332/11519/84094/19204/16414/20344/20339/17242/20296/19218/68891/58218/26887","12, 13","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045161","neuronal ion channel clustering","3/373, 3/711, 4/865","14/28905","0.214285714285714, 0.285714285714286","16.6057066258139, 8.71157323688969, 9.54748142031379","6.67780067186167, 4.58311911926404, 5.61848103827217","0.000698083946039166, 0.00440522950654228, 0.000627190846614058","0.0436721316642102, 0.0438910051979063, 0.0108481548680315","0.0395482926061347, 0.0352609361682283, 0.00852484342179284","21367/80297/269116, 319504/269116/80297, 319504/21367/80297/269116","3, 4","Ure_RT_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045187","regulation of circadian sleep/wake cycle, sleep","3/232, 4/711, 5/865","29/28905","0.103448276, 0.137931034482759, 0.172413793103448","12.8886742, 5.60744943983704, 5.76141120191349","5.761695564, 3.94208956655482, 4.50571995158267","0.001598596, 0.00528763536103569, 0.00155048425731892","0.035883922, 0.0495571326971563, 0.0204655211380382","0.03085009, 0.039812961330815, 0.0160824919416758","18628/11486/18167, 16193/19218/11657/11486, 18628/16193/16490/19218/11657","3, 4, 5","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045188","regulation of circadian sleep/wake cycle, non-REM sleep","4/711, 4/865","15/28905","0.266666666666667","10.8410689170183, 8.91098265895954","6.05409956074971, 5.3827017231437","0.000399123874481504, 0.000835083288904513","0.00804530254394662, 0.0132622254249742","0.00646339490693002, 0.0104219009175098","16193/19218/11657/11486, 16193/16490/19218/11657","4","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045214","sarcomere organization","7/232, 7/711","55/28905","0.127272727, 0.127272727272727","15.85697492, 5.17414652857691","9.920309589, 4.92052625366104","2.87e-07, 0.000385025729538018","2.83e-05, 0.00794503330051437","2.43e-05, 0.00638284110379064","59011/17996/21957/109272/12372/233199/12335, 59011/109272/21957/17996/12372/17930/68802","7","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0045229","external encapsulating structure organization","29/711, 29/865","328/28905","0.0884146341463415","3.59440928270042, 2.95447976878613","7.50416752781477, 6.25255912453479","3.55086391808636e-09, 2.41261650135398e-07","9.66278843709251e-07, 1.98892718243199e-05","7.76284263144801e-07, 1.56296559312091e-05","17228/17392/58223/16193/17381/14086/12832/15118/17390/12842/13035/12825/77794/71355/213945/16948/12819/12821/20682/382864/16854/108153/15891/30060/12845/15117/20724/240913/545893, 54409/78892/68169/17228/17381/15118/14086/71355/14219/16193/58223/12819/12842/246228/213945/108153/118453/382864/15891/16854/22431/13035/12821/239337/545893/68553/20682/17389/30060","29","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045444","fat cell differentiation","7/121, 17/865","270/28905","0.0259259259259259, 0.062962962962963","6.19329660238751, 2.10398201669878","5.55869060172649, 3.2010562865684","0.000146489362394246, 0.00337440560894654","0.0172949003476706, 0.034173129216465","0.0147742231941039, 0.0268543894650282","217166/11865/13592/22227/13386/76219/21990, 11865/22418/21990/17130/242316/217166/16000/13654/20378/22402/21367/13386/66107/76905/76219/22227/237523","7, 17","Ure_RT_DMXAA_vs_Ure_RT, Ure_RT_DMXAA_vs_Ure"
"GO:0045576","mast cell activation","10/711, 12/865","97/28905","0.103092783505155, 0.123711340206186","4.19113489059985, 4.13396102735236","4.99930809742156, 5.43026379781793","0.000139757816992669, 3.3105826416781e-05","0.00355851190167299, 0.000995935608773764","0.00285881948825263, 0.000782639557258177","14125/14126/243978/243979/233231/14728/225642/217304/214084/237625, 243978/233231/14126/14728/14125/225642/243979/12523/217303/56743/217304/214084","10, 12","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045637","regulation of myeloid cell differentiation","17/711, 17/865","239/28905","0.0711297071129707","2.8917077132214, 2.37688344982707","4.66342357412733, 3.7541412183048","9.8361830027791e-05, 0.000928665652015221","0.00283620799960928, 0.0142143319179789","0.00227853859311502, 0.0111700980876715","12262/14728/83433/18729/100038909/16323/16948/13386/20308/20259/18722/20302/21832/16160/18725/237625/18996, 13388/83433/18729/100038909/14728/16323/235497/12262/226421/20259/18733/18722/20308/18725/13386/100041146/16160","17","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045667","regulation of osteoblast differentiation","5/121, 11/711, 13/865","164/28905","0.0304878048780488, 0.0670731707317073, 0.0792682926829268","7.28305785123967, 2.72679324894515, 2.64884393063584","5.23164337269406, 3.52165457648449, 3.7191916660194","0.000647302707315654, 0.00254559437225452, 0.00136715235623958","0.0470290313122797, 0.0306922523789887, 0.0186751422150285","0.0401746983933157, 0.0246573881622173, 0.0146755522205889","225998/16193/64654/13386/14119, 16193/225998/16000/22402/13386/15951/80752/20682/14119/64654/71584, 16193/17130/16000/15951/14119/22402/80752/71584/225998/13386/64654/22422/20682","5, 11, 13","Ure_RT_DMXAA_vs_Ure_RT, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045669","positive regulation of osteoblast differentiation","7/711, 8/865","79/28905","0.0886075949367089, 0.10126582278481","3.60225391230038, 3.38391746542767","3.6779553409725, 3.72658123961063","0.00331598241401769, 0.00249708050088968","0.0354736791907446, 0.0286189787162942","0.0284986669126621, 0.0224897519823389","16193/16000/22402/15951/80752/14119/71584, 16193/16000/15951/14119/22402/80752/71584/22422","7, 8","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045670","regulation of osteoclast differentiation","11/711, 11/865","97/28905","0.11340206185567","4.61024837965984, 3.789464275073","5.6559012943335, 4.83334883109006","2.69737270620206e-05, 0.000154733531378593","0.00106766916025489, 0.00365373298466335","0.000857738708393248, 0.00287122575020419","14728/83433/18729/100038909/13386/20308/18722/20302/16160/18725/18996, 83433/18729/100038909/14728/18733/18722/20308/18725/13386/100041146/16160","11","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045671","negative regulation of osteoclast differentiation","5/711, 7/865","44/28905","0.113636363636364, 0.159090909090909","4.61977368622938, 5.316211245402","3.81581662999495, 5.03235611164729","0.0043648608089621, 0.000305998121526552","0.0438910051979063, 0.00633429591653422","0.0352609361682283, 0.0049777018795045","14728/18729/100038909/18722/18725, 18729/100038909/14728/18733/18722/18725/100041146","5, 7","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045861","negative regulation of proteolysis","9/121, 23/711, 24/865","357/28905","0.0252100840336134, 0.0644257703081232, 0.0672268907563025","6.02229321480658, 2.61916580978383, 2.24646621654442","6.1907663716562, 4.88847069069323, 4.16221777460852","2.02809518214653e-05, 3.04101445876472e-05, 0.000216709993679211","0.00450304983902937, 0.00118219437084478, 0.00480339745423874","0.00384674453385641, 0.000949745399104808, 0.00377467059496858","15511/238393/69982/209351/18054/232345/14080/13012/192200, 20716/235505/238393/12578/213945/15951/381286/13012/20248/71869/14080/21857/282663/628900/15511/21789/381308/20617/209351/20724/69982/18054/192200, 15511/235505/18787/12578/192200/15516/15951/20716/13012/238393/213945/209351/20713/55948/14080/232345/16199/16625/217847/71869/628900/21857/385643/17940","9, 23, 24","Ure_RT_DMXAA_vs_Ure_RT, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045921","positive regulation of exocytosis","10/711, 9/865","103/28905","0.0970873786407767, 0.087378640776699","3.94699111056491, 2.91986082271732","4.75796827671614, 3.42827032165654","0.000229847025256241, 0.00378504191122017","0.0052671260419246, 0.0358978857247401","0.00423147736801379, 0.0282097608947902","14125/14126/19204/16414/56807/27062/68891/13447/20617/237625, 14126/14125/19204/16414/56807/58226/27062/68891/239556","10, 9","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0045933","positive regulation of muscle contraction","6/232, 7/711","54/28905","0.111111111, 0.12962962962963","13.8433908, 5.26996405688389","8.497331112, 4.98742170254681","4.69e-06, 0.000343219019317797","0.000308372, 0.00732537063779258","0.000265113, 0.00588501961399917","11486/11937/12292/11474/228785/18167, 19204/19218/11474/11486/11937/21336/12292","6, 7","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0046651","lymphocyte proliferation","11/232, 21/711, 34/865","378/28905","0.029100529, 0.0555555555555556, 0.0899470899470899","3.625649973, 2.25855602437881, 3.00568859528397","4.622118523, 3.91134233493181, 6.89412855194802","0.000261245, 0.000499720074214156, 1.47339154552728e-08","0.009367484, 0.00954290001372121, 1.99614774085739e-06","0.008053404, 0.0076665272696844, 1.5686397497626e-06","12775/380797/12518/12575/12478/11486/243958/72049/22163/11846/12477, 18782/14990/16193/14728/14130/16000/12578/93695/16414/18173/18784/69816/11846/13844/16854/11486/16160/21336/12519/240873/13137, 18782/14990/16197/14728/16019/16193/16889/16414/217303/12578/14130/93695/57916/16000/12518/18173/208154/69816/16184/17079/380797/18784/22163/16854/12478/16199/12477/21942/20371/21950/240873/15930/20533/16160","11, 21, 34","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0046849","bone remodeling","8/711, 9/865","108/28905","0.0740740740740741, 0.0833333333333333","3.01140803250508, 2.78468208092486","3.32562948240554, 3.26360162763475","0.00525943087038706, 0.00517449440378953","0.0495571326971563, 0.0445328739989139","0.039812961330815, 0.0349954238837356","21990/16193/17242/11433/13038/13386/19228/20750, 21990/16193/11433/13038/20750/17242/13386/19228/246256","8, 9","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0046879","hormone secretion","21/711, 23/865","405/28905","0.0518518518518519, 0.0567901234567901","2.10798562275356, 1.89770926996361","3.56594494324144, 3.19549994790831","0.00119759105256442, 0.00275163409842771","0.0182958296240894, 0.0303519451373517","0.0146984120689624, 0.0238515750365318","100039795/16193/16323/14652/545192/78896/245049/214084/81799/18413/20526/19218/20750/21336/57394/16181/64654/13447/15378/74591/237625, 18126/100039795/11865/17918/13924/245049/18751/18166/16193/16323/276952/217166/20750/18575/214084/18413/78896/19218/12290/64654/16181/20186/57394","21, 23","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0046883","regulation of hormone secretion","7/121, 9/232, 17/711","339/28905","0.0206489675516224, 0.026548673, 0.0501474926253687","4.93271410809625, 3.307712847, 2.03869658837733","4.72240897689713, 3.844530409, 3.05491594509049","0.000578045358368967, 0.00176899, 0.00469798613485434","0.0436771072783591, 0.03907346, 0.0453210177176573","0.0373113067107211, 0.033592197, 0.0364097724719617","245049/16193/269275/217166/64654/11865/20750, 11865/217166/233081/12143/18125/20526/74591/20186/15378, 16193/16323/14652/545192/78896/245049/81799/18413/20526/19218/20750/21336/64654/13447/15378/74591/237625","7, 9, 17","Ure_RT_DMXAA_vs_Ure_RT, Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0046942","carboxylic acid transport","20/711, 24/865","374/28905","0.053475935828877, 0.0641711229946524","2.17401114646089, 2.1443541157924","3.62898314772035, 3.9123325555237","0.00107275653256516, 0.000426712745371172","0.0171719924367232, 0.00805270357630176","0.0137955493719583, 0.00632808417147357","28250/18782/18778/18173/19156/18784/11846/225579/20608/14080/16513/75497/57394/16181/30805/75704/63954/20617/237625/72961, 18782/28250/18126/21366/18212/12286/18442/18173/102680/225579/19156/72401/18784/30805/54140/14080/16513/16181/20608/75497/20186/114644/245128/57394","20, 24","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0048169","regulation of long-term neuronal synaptic plasticity","5/711, 5/865","39/28905","0.128205128205128","5.2120523639511, 4.28412627834593","4.17992210431882, 3.6045982798244","0.00255886256627765, 0.00587982967366277","0.0306922523789887, 0.0492586513155205","0.0246573881622173, 0.0387090979748985","14130/13844/16513/116837/20617, 14130/13653/14811/16513/116837","5","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0048245","eosinophil chemotaxis","8/711, 8/865","22/28905","0.363636363636364","14.783275795934, 12.1513399894903","10.2701801928294, 9.18999490752652","3.03782331313761e-08, 1.37216513120663e-07","4.25545597883086e-06, 1.32937623858681e-05","3.41872693413315e-06, 1.04466837176164e-05","20307/20296/20306/20308/16854/20302/20293/20305, 20307/20308/20296/20305/16854/20293/12771/20306","8","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0048246","macrophage chemotaxis","7/711, 6/865","47/28905","0.148936170212766, 0.127659574468085","6.05485232067511, 4.26589595375722","5.50756604040026, 3.93564740014427","0.000141405122529312, 0.00266339121746966","0.00355883181209609, 0.0299408500738993","0.00285907649628782, 0.0235285227672716","12267/20296/17242/17390/16854/20302/240873, 12267/17242/118453/20296/16854/240873","7, 6","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0048247","lymphocyte chemotaxis","12/711, 10/865","54/28905","0.222222222222222, 0.185185185185185","9.03422409751524, 6.18818240205523","9.38416883450635, 6.70239014061588","5.96347241322237e-09, 3.96942237195631e-06","1.40087544986537e-06, 0.000192291914699203","1.12542831030212e-06, 0.000151109426813052","20307/15945/20296/13123/55985/20306/20308/53416/20302/20293/12642/20305, 22418/13123/20307/20308/20296/20305/12642/15945/20293/20306","12, 10","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0048511","rhythmic process","7/121, 14/373, 12/232, 25/865","320/28905","0.021875, 0.04375, 0.0375, 0.078125","5.22559400826446, 3.390331769437, 4.672144397, 2.61063945086705","4.92821612480286, 4.91622054090592, 5.941718063, 5.08864608427371","0.000410430933429108, 8.07962735378794e-05, 1.2e-05, 1.41455738099012e-05","0.0369192396784564, 0.00972041321640334, 0.00068994, 0.000531760410661805","0.0315383769898157, 0.0088025413801795, 0.000593154, 0.000417875140422175","13653/225998/16193/18212/13170/217166/11865, 353187/18126/18628/11865/18143/16323/13170/211949/16000/381413/18212/217166/16193/13874, 353187/18628/13170/11865/217166/18030/18143/11486/18212/18167/15378/14811, 18126/353187/79362/11865/13123/13170/18628/18212/16193/16323/211949/16490/217166/16000/18143/18030/17242/381413/225998/19218/13653/14811/13874/13983/11657","7, 14, 12, 25","Ure_RT_DMXAA_vs_Ure_RT, Ure_RT_vs_Ure, Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0048512","circadian behavior","6/373, 6/232, 10/865","67/28905","0.0895522388059701, 0.089552239, 0.149253731343284","6.9396982913849, 11.15735975, 4.98749029419377","5.56527335094189, 7.48724538, 5.73921500700451","0.000228075910309308, 1.66e-05, 2.89736291940839e-05","0.0221159010339801, 0.000936331, 0.000907647223886669","0.0200275574378922, 0.000804981, 0.000713259587458571","353187/18628/18143/381413/217166/16193, 353187/18628/217166/18143/11486/18167, 353187/18628/16193/16490/217166/18143/381413/19218/13653/11657","6, 10","Ure_RT_vs_Ure, Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure"
"GO:0048520","positive regulation of behavior","5/711, 6/865","41/28905","0.121951219512195, 0.146341463414634","4.957805907173, 4.89017341040462","4.02720363069593, 4.37804937217815","0.00319914755498703, 0.00129776056126018","0.0349315751120313, 0.017988722352099","0.0280631540500641, 0.0141361405027192","18619/225642/109648/19218/11657, 18619/225642/109648/18143/19218/11657","5, 6","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
"GO:0048741","skeletal muscle fiber development","5/232, 6/711","48/28905","0.104166667, 0.125","12.97817888, 5.08175105485232","7.470887949, 4.49445430742693","4.12e-05, 0.00110503351961893","0.002069903, 0.0174956943433484","0.001779535, 0.0140556033902151","11459/20190/12292/11474/320502, 11459/11474/320502/20190/12292/237611","5, 6","Ure_DMXAA_vs_Ure, Ure_RT_DMXAA_vs_Ure_DMXAA"
"GO:0048771","tissue remodeling","14/711, 17/865","216/28905","0.0648148148148148, 0.0787037037037037","2.63498202844194, 2.62997752087347","3.83016585714818, 4.22326962407937","0.000985959656556566, 0.000294159488883334","0.0161995031873483, 0.0061707832065303","0.0130142758241806, 0.00484920811561436","21990/16193/17242/17390/16000/11433/12578/93695/13038/13386/19228/20750/17312/21857, 18126/18162/21990/16193/11433/16889/12578/93695/16000/13038/20750/17242/17312/13386/19228/246256/21857","14, 17","Ure_RT_DMXAA_vs_Ure_DMXAA, Ure_RT_DMXAA_vs_Ure"
